,skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance
116,39,3232,3294,3.82842712474619,0,1.0,0.0,302.0,322.0,304.0,319.0,302.0,322.0,304.0,319.0,3.605551275463989
117,40,3293,3489,10.071067811865476,0,1.0,0.0,303.0,1955.0,311.0,1960.0,303.0,1955.0,311.0,1960.0,9.433981132056603
118,38,3309,4214,130.5741632871861,2,1.0,0.0,445.3333333333333,836.6666666666666,559.6666666666666,851.6666666666666,445.3333333333333,836.6666666666666,559.6666666666666,851.6666666666666,115.31310034471845
119,37,3382,6770,25.356527420689936,1,1.0,0.0,450.6666666666667,939.6666666666666,455.0,916.0,450.6666666666667,939.6666666666666,455.0,916.0,24.060109910158076
120,37,3382,6723,3.88561808316414,1,1.0,0.0,450.6666666666667,939.6666666666666,454.0,941.0,450.6666666666667,939.6666666666666,454.0,941.0,3.590109871422999
121,8,3383,3671,106.7140492469096,2,1.0,0.0,451.75,1439.0,473.0,1341.0,451.75,1439.0,473.0,1341.0,100.27742766944114
122,8,3383,7320,37.15748515623748,1,1.0,0.0,451.75,1439.0,479.0,1458.0,451.75,1439.0,479.0,1458.0,33.21991119795476
123,41,3384,6284,20.44808324479575,1,1.0,0.0,454.6666666666667,647.6666666666666,438.0,657.0,454.6666666666667,647.6666666666666,438.0,657.0,19.102065042525904
124,41,3384,5989,116.71186648001725,1,1.0,0.0,454.6666666666667,647.6666666666666,426.0,543.0,454.6666666666667,647.6666666666666,426.0,543.0,108.52137526261305
125,41,3384,3652,63.01388089244685,2,1.0,0.0,454.6666666666667,647.6666666666666,459.75,701.0,454.6666666666667,647.6666666666666,459.75,701.0,53.57503823817792
126,42,3409,6525,9.528100295943812,1,1.0,0.0,455.6666666666667,741.6666666666666,447.0,744.0,455.6666666666667,741.6666666666666,447.0,744.0,8.975274678557536
127,42,3409,6792,1.6996731711975541,1,1.0,0.0,455.6666666666667,741.6666666666666,456.0,740.0,455.6666666666667,741.6666666666666,456.0,740.0,1.6996731711975541
128,42,3409,7150,19.613540144522,1,1.0,0.0,455.6666666666667,741.6666666666666,470.0,753.0,455.6666666666667,741.6666666666666,470.0,753.0,18.27262676488767
129,41,3652,5955,37.40685424949238,1,1.0,0.0,459.75,701.0,424.0,701.0,459.75,701.0,424.0,701.0,35.75
130,41,3652,6938,4.772708845387246,1,1.0,0.0,459.75,701.0,462.0,705.0,459.75,701.0,462.0,705.0,4.589389937671455
131,43,3653,6952,2.6996731711975985,1,1.0,0.0,464.6666666666667,1812.3333333333333,462.0,1812.0,464.6666666666667,1812.3333333333333,462.0,1812.0,2.6874192494328595
132,43,3653,7052,10.11388673357076,1,1.0,0.0,464.6666666666667,1812.3333333333333,466.0,1822.0,464.6666666666667,1812.3333333333333,466.0,1822.0,9.75818744553637
133,43,3653,4114,92.46972501516245,2,1.0,0.0,464.6666666666667,1812.3333333333333,539.0,1774.25,464.6666666666667,1812.3333333333333,539.0,1774.25,83.521163319378
134,22,3654,3790,64.42591168792758,2,1.0,0.0,473.6666666666667,1209.3333333333333,511.6666666666667,1163.6666666666667,473.6666666666667,1209.3333333333333,511.6666666666667,1163.6666666666667,59.409127618947835
135,22,3654,3782,34.77714127628706,2,1.0,0.0,473.6666666666667,1209.3333333333333,496.25,1235.0,473.6666666666667,1209.3333333333333,496.25,1235.0,34.18749365224402
136,8,3671,7173,2.414213562373095,1,1.0,0.0,473.0,1341.0,471.0,1340.0,473.0,1341.0,471.0,1340.0,2.23606797749979
137,8,3671,7251,3.82842712474619,1,1.0,0.0,473.0,1341.0,475.0,1338.0,473.0,1341.0,475.0,1338.0,3.605551275463989
138,24,3740,7290,2.0155644370746373,1,1.0,0.0,476.0,1719.75,477.0,1718.0,476.0,1719.75,477.0,1718.0,2.0155644370746373
139,24,3740,8136,45.74348649843248,1,1.0,0.0,476.0,1719.75,518.0,1729.0,476.0,1719.75,518.0,1729.0,43.00654020029977
140,22,3759,3760,22.788273282461883,2,1.0,0.0,479.75,1065.0,482.25,1043.0,479.75,1065.0,482.25,1043.0,22.14158982548453
141,22,3759,3798,49.848209088152394,2,1.0,0.0,479.75,1065.0,513.6666666666666,1097.3333333333333,479.75,1065.0,513.6666666666666,1097.3333333333333,46.859201041227905
142,22,3760,5901,86.3414662448791,1,1.0,0.0,482.25,1043.0,421.0,996.0,482.25,1043.0,421.0,996.0,77.20467926233486
143,22,3760,10316,132.7621933088197,1,1.0,0.0,482.25,1043.0,603.0,1070.0,482.25,1043.0,603.0,1070.0,123.73181684595114
144,24,3761,5627,99.79730632859544,1,1.0,0.0,484.3333333333333,1521.3333333333333,407.0,1477.0,484.3333333333333,1521.3333333333333,407.0,1477.0,89.1397155531073
145,24,3761,4081,49.52641675131596,2,1.0,0.0,484.3333333333333,1521.3333333333333,519.3333333333334,1550.3333333333333,484.3333333333333,1521.3333333333333,519.3333333333334,1550.3333333333333,45.45327270945409
146,22,3780,3782,48.61473254488396,2,1.0,0.0,488.6666666666667,1280.6666666666667,496.25,1235.0,488.6666666666667,1280.6666666666667,496.25,1235.0,46.29202295092423
147,22,3780,4142,66.14164044046565,2,1.0,0.0,488.6666666666667,1280.6666666666667,549.6666666666666,1293.3333333333333,488.6666666666667,1280.6666666666667,549.6666666666666,1293.3333333333333,62.30123950969542
148,44,3781,7502,7.772708845387245,1,1.0,0.0,497.0,980.75,490.0,983.0,497.0,980.75,490.0,983.0,7.352720584926371
149,44,3781,7593,24.82106781186548,1,1.0,0.0,497.0,980.75,494.0,958.0,497.0,980.75,494.0,958.0,22.946949688357275
150,44,3781,8499,41.157485156237485,1,1.0,0.0,497.0,980.75,532.0,996.0,497.0,980.75,532.0,996.0,38.17803687986065
151,22,3782,4267,80.22140855979032,2,1.0,0.0,496.25,1235.0,566.25,1254.0,496.25,1235.0,566.25,1254.0,72.53275122315436
152,22,3790,3798,73.87567847735127,2,1.0,0.0,511.6666666666667,1163.6666666666667,513.6666666666666,1097.3333333333333,511.6666666666667,1163.6666666666667,513.6666666666666,1097.3333333333333,66.36347723794415
153,22,3790,8727,45.755675768252864,1,1.0,0.0,511.6666666666667,1163.6666666666667,538.0,1195.0,511.6666666666667,1163.6666666666667,538.0,1195.0,40.929478645863746
154,22,3798,8674,27.199326582148863,1,1.0,0.0,513.6666666666666,1097.3333333333333,537.0,1090.0,513.6666666666666,1097.3333333333333,537.0,1090.0,24.458581770458867
155,45,3934,4602,37.2842712474619,0,1.0,0.0,334.0,1060.0,360.0,1083.0,334.0,1060.0,360.0,1083.0,34.713109915419565
156,24,4005,7494,35.44196726926815,1,1.0,0.0,518.3333333333334,1637.3333333333333,489.0,1624.0,518.3333333333334,1637.3333333333333,489.0,1624.0,32.22145592958553
157,24,4005,4241,92.88983964849508,2,1.0,0.0,518.3333333333334,1637.3333333333333,563.0,1705.25,518.3333333333334,1637.3333333333333,563.0,1705.25,81.28828157995609
158,24,4005,9155,36.033869682422534,1,1.0,0.0,518.3333333333334,1637.3333333333333,551.0,1641.0,518.3333333333334,1637.3333333333333,551.0,1641.0,32.87180487219334
159,46,4006,8110,1.0,1,1.0,0.0,519.0,285.0,518.0,285.0,519.0,285.0,518.0,285.0,1.0
160,46,4006,8173,1.4142135623730951,1,1.0,0.0,519.0,285.0,520.0,284.0,519.0,285.0,520.0,284.0,1.4142135623730951
161,46,4006,8174,1.4142135623730951,1,1.0,0.0,519.0,285.0,520.0,286.0,519.0,285.0,520.0,286.0,1.4142135623730951
